평가년도,도서관구분,도서관코드,도서관명,행정구역,시군구,장서수(인쇄),사서수,대출자수,대출권수,자료구입비(천원)
2024,LIBTYPE000002,2060131014,남목도서관,울산,동구,38278,1,2857,65789,62000
2024,LIBTYPE000002,2060141217,남사도서관,경기,용인시,88933,3,16685,170074,98518
2024,LIBTYPE000002,2060123022,내가도서관,인천,강화군,17153,0,261,2416,9437
2024,LIBTYPE000002,2060148011,내서도서관,경남,창원시,127344,2,38346,115651,72799
2024,LIBTYPE000002,2060125019,노은도서관,대전,유성구,97224,4,15452,233803,76934
2024,LIBTYPE000002,2060141179,논골도서관,경기,성남시,16819,1,8780,16811,12867
2024,LIBTYPE000002,2060111013,논현도서관,서울,강남구,50298,5,15993,97527,42219
2024,LIBTYPE000002,2060141203,능평도서관,경기,광주시,77006,3,6769,140834,67000
2024,LIBTYPE000002,2060121013,다대도서관,부산,사하구,155679,6.5,73627,154656,195750
2024,LIBTYPE000002,2060147037,다산도서관,경북,고령군,35145,3,1569,25396,53500
2024,LIBTYPE000002,2060147007,단석도서관,경북,경주시,50085,2,4952,17592,23627
2024,LIBTYPE000002,2060111033,대림도서관,서울,영등포구,69864,8,12808,177098,96658
2024,LIBTYPE000002,2060141199,대부도서관,경기,안산시,45561,1,1722,9585,29600
2024,LIBTYPE000002,2060141240,대신도서관,경기,여주시,31046,2,1738,44818,29000
2024,LIBTYPE000002,2060111014,대치도서관,서울,강남구,59301,7,20273,170286,52296
2024,LIBTYPE000002,2060141160,덕계도서관,경기,양주시,87021,3,23026,64093,14250
2024,LIBTYPE000002,2060141079,덕정도서관,경기,양주시,76204,4,7202,20725,12675
2024,LIBTYPE000002,2060121003,동구도서관,부산,동구,132170,4,4241,92307,106533
2024,LIBTYPE000002,2050149004,동녘도서관,제주,제주시,92162,4,2227,51912,59204
2024,LIBTYPE000002,2060148008,동부도서관,경남,창원시,147719,6,10670,141161,97021
2024,LIBTYPE000002,2060123009,동양도서관,인천,계양구,48436,3,3466,47085,22643
2024,LIBTYPE000002,2060141289,동천도서관,경기,용인시,35952,4.5,6250,83126,451201
2024,LIBTYPE000002,2060125014,둔산도서관,대전,서구,148135,3,10087,249728,117091
2024,LIBTYPE000002,2060111077,등빛도서관,서울,강서구,103471,10,16252,160852,109905
2024,LIBTYPE000002,2060121004,만덕도서관,부산,북구,142947,5,9436,163054,117705
2024,LIBTYPE000002,2060141274,만선도서관,경기,광주시,22666,4,21889,21889,52229
2024,LIBTYPE000002,2030141007,만화도서관,경기,부천시,216277,1,39,1250,54000
2024,LIBTYPE000002,2060121011,망미도서관,부산,수영구,80483,2,8173,113100,58987
2024,LIBTYPE000002,2060131011,매곡도서관,울산,북구,53500,3,8722,158390,48947
2024,LIBTYPE000002,2060143008,매포도서관,충북,단양군,48514,1,490,8937,17978
2024,LIBTYPE000002,2060148028,명곡도서관,경남,창원시,105163,4,12639,146415,102450
2024,LIBTYPE000002,2030145001,명봉도서관,전북,정읍시,28283,1,129,1997,6449
2024,LIBTYPE000002,2060142024,모루도서관,강원,강릉시,75703,2,35590,105074,90234
2024,LIBTYPE000002,20601110019,못골도서관,서울,강남구,77268,9,24396,223598,90425
2024,LIBTYPE000002,2060111037,문래도서관,서울,영등포구,67804,10,16061,247151,100295
2024,LIBTYPE000002,20601110024,미감도서관,서울,양천구,23217,4,7114,39340,116580
2024,LIBTYPE000002,2060121006,반여도서관,부산,해운대구,62237,2,11278,34107,47298
2024,LIBTYPE000002,2060141228,반월도서관,경기,안산시,40172,1,4356,34347,29524
2024,LIBTYPE000002,20601110013,방배도서관,서울,서초구,21527,3,11789,42298,39933
2024,LIBTYPE000002,2060123003,백령도서관,인천,옹진군,29125,0,265,1160,3000
2024,LIBTYPE000002,2060141194,별빛도서관,경기,남양주시,98411,3.5,15009,273604,67003
2024,LIBTYPE000002,2060141137,보라도서관,경기,용인시,152754,3,20705,268908,96893
2024,LIBTYPE000002,2060141174,본오도서관,경기,안산시,35816,2,4369,24857,25500
2024,LIBTYPE000002,2060143006,봉양도서관,충북,제천시,35269,1,1078,18004,51286
2024,LIBTYPE000002,2060123016,부개도서관,인천,부평구,68585,7,6328,98122,78482
2024,LIBTYPE000002,2060121025,부산도서관,부산,사상구,432540,20,28399,410222,700000
2024,LIBTYPE000002,2060147034,북삼도서관,경북,칠곡군,82278,2,1771,36531,58886
2024,LIBTYPE000002,20601110022,불암도서관,서울,노원구,66476,9,68810,163720,102978
2024,LIBTYPE000002,2060122019,비원도서관,대구,서구,32392,1.5,1898,36189,33447
2024,LIBTYPE000002,2060121010,사상도서관,부산,사상구,127612,6,5259,124706,143007
2024,LIBTYPE000002,2060145039,산들도서관,전북,군산시,26221,2,2126,46886,50400
2024,LIBTYPE000002,2060143036,산책도서관,충북,제천시,15367,2,1731,31175,12786
2024,LIBTYPE000002,2060123013,삼산도서관,인천,부평구,75236,7,38136,120399,110951
2024,LIBTYPE000002,2060143030,삼성도서관,충북,음성군,13170,1,475,4437,25972
2024,LIBTYPE000002,2060146019,삼호도서관,전남,영암군,126422,3,7881,22200,51000
2024,LIBTYPE000002,2060111074,상계도서관,서울,노원구,67347,9,14934,107617,100738
2024,LIBTYPE000002,2060148003,상남도서관,경남,창원시,180380,4,69027,196588,101067
2024,LIBTYPE000002,2060124013,상록도서관,광주,서구,59629,7,4093,61086,107248
2024,LIBTYPE000002,2060141187,상현도서관,경기,용인시,164077,3.5,29215,495767,139847
2024,LIBTYPE000002,2030122001,새벗도서관,대구,달서구,69236,1,555,9984,10000
2024,LIBTYPE000002,2060141262,서농도서관,경기,용인시,67565,3,20603,344845,136676
2024,LIBTYPE000002,2060142037,서석도서관,강원,홍천군,23114,1,5225,12420,23956
2024,LIBTYPE000002,2060123008,서운도서관,인천,계양구,41073,3,2980,48851,24576
2024,LIBTYPE000002,2060111078,서울도서관,서울,중구,574466,24,28611,357512,740908
2024,LIBTYPE000002,20601110009,서이도서관,서울,서초구,24644,3,10325,42828,32724
2024,LIBTYPE000002,2060123021,서창도서관,인천,남동구,88586,3,7524,111487,63907
2024,LIBTYPE000002,2060823013,석남도서관,인천,서구,60056,4,5649,63808,41689
2024,LIBTYPE000002,2060125028,석봉도서관,대전,대덕구,42686,5,3393,59073,123747
2024,LIBTYPE000002,2060147033,석적도서관,경북,칠곡군,82728,2,2693,71878,61298
2024,LIBTYPE000002,2060141184,선부도서관,경기,안산시,55329,1,5179,33923,35960
2024,LIBTYPE000002,2060111051,선유도서관,서울,영등포구,67274,10,10523,135448,113690
2024,LIBTYPE000002,2060144034,설림도서관,전북,군산시,58190,4,2132,27618,52534
2024,LIBTYPE000002,2060141260,성복도서관,경기,용인시,56907,4.5,21141,383293,159763
2024,LIBTYPE000002,2060148024,성산도서관,경남,창원시,131080,4,15026,204817,95458
2024,LIBTYPE000002,2060141055,세종도서관,경기,여주시,153650,4,4975,73369,73091
2024,LIBTYPE000002,2060123020,소래도서관,인천,남동구,119934,5,9632,151031,70136
2024,LIBTYPE000002,2060142002,소양도서관,강원,춘천시,30581,0,2753,19788,37492
2024,LIBTYPE000002,2060141191,소하도서관,경기,광명시,147025,5,19400,269707,170117
2024,LIBTYPE000002,2060123012,송림도서관,인천,동구,94585,6,8365,40006,103632
2024,LIBTYPE000002,2050149002,송악도서관,제주,서귀포시,109723,4,3523,80711,55060
2024,LIBTYPE000002,2060125020,송촌도서관,대전,대덕구,93691,4.5,6477,146955,96656
2024,LIBTYPE000002,2060147032,송화도서관,경북,경주시,69262,2,17945,61231,64676
2024,LIBTYPE000002,2060141207,수암도서관,경기,안산시,25980,2,3623,22388,24600
2024,LIBTYPE000002,2060124006,신가도서관,광주,광산구,62462,0,0,0,0
2024,LIBTYPE000002,2060123015,신석도서관,인천,서구,68005,4,8033,70998,28550
2024,LIBTYPE000002,2060124019,신용도서관,광주,북구,38933,3,9606,195406,63347
2024,LIBTYPE000002,2060823015,심곡도서관,인천,서구,74921,4,19880,95993,56906
2024,LIBTYPE000002,2060145031,아중도서관,전북,전주시,94617,2,7898,45705,35478
2024,LIBTYPE000002,2030122009,아트도서관,대구,달성군,85060,0,55,85060,25000
2024,LIBTYPE000002,2060125012,안산도서관,대전,대덕구,145085,3,871,7222,43187
2024,LIBTYPE000002,2060149007,애월도서관,제주,제주시,73228,3,5328,74734,42500
2024,LIBTYPE000002,20601110018,약수도서관,서울,동작구,80643,2,8026,44285,53302
2024,LIBTYPE000002,2060141258,양벌도서관,경기,광주시,23064,2,3421,45372,38560
2024,LIBTYPE000002,2060124016,양산도서관,광주,북구,43786,4,7431,133326,58814
2024,LIBTYPE000002,2060141113,양산도서관,경기,오산시,57221,1,3846,46714,36689
2024,LIBTYPE000002,2060141056,양평도서관,경기,양평군,152011,10,9775,172834,179442
2024,LIBTYPE000002,2060144026,엄사도서관,충남,계룡시,71274,3,4585,87000,64820
2024,LIBTYPE000002,2060141133,여주도서관,경기,여주시,158944,5,6592,152431,120064
2024,LIBTYPE000002,2060111036,역삼도서관,서울,강남구,38214,5,15704,76326,38136
2024,LIBTYPE000002,2060141244,연서도서관,경기,광명시,52249,2,9406,83821,118915
2024,LIBTYPE000002,2060121014,연제도서관,부산,연제구,157107,7.5,15812,308272,145000
2024,LIBTYPE000002,2060141085,연천도서관,경기,연천군,67108,1.5,1478,38821,27880
2024,LIBTYPE000002,20601110039,열린도서관,서울,강남구,39857,6,16819,221310,39212
2024,LIBTYPE000002,2060141283,영덕도서관,경기,용인시,31114,3,14372,193914,122431
2024,LIBTYPE000002,2060121005,영도도서관,부산,영도구,170612,8,7486,144103,212860
2024,LIBTYPE000002,2060146018,영암도서관,전남,영암군,162308,4,13325,29799,62000
2024,LIBTYPE000002,2060141107,오포도서관,경기,광주시,94678,4,7315,124374,63000
2024,LIBTYPE000002,2060143007,옥산도서관,충북,청주시,71074,2,12995,49508,37620
2024,LIBTYPE000002,2060123030,용비도서관,인천,미추홀구,43137,5,4918,89799,19269
2024,LIBTYPE000002,2060121033,우암도서관,부산,남구,33954,5,2697,27325,478507
2024,LIBTYPE000002,2060131012,울산도서관,울산,남구,287199,12.5,34855,646772,1078839
2024,LIBTYPE000002,2050131004,울주도서관,울산,울주군,263000,12,4937,121145,146700
2024,LIBTYPE000002,2060142023,원통도서관,강원,인제군,30233,0,563,15626,0
2024,LIBTYPE000002,2060111034,월계도서관,서울,노원구,52588,10,0,0,99767
2024,LIBTYPE000002,2060141150,월곶도서관,경기,시흥시,43032,2,1432,81137,41947
2024,LIBTYPE000002,2060141229,월롱도서관,경기,파주시,13060,2,1984,10601,17404
2024,LIBTYPE000002,2060125025,월평도서관,대전,서구,88238,4,15508,375451,163274
2024,LIBTYPE000002,2060125009,유성도서관,대전,유성구,126998,4,12273,137669,78169
2024,LIBTYPE000002,2060123035,임학도서관,인천,계양구,19251,2,3220,31998,25109
2024,LIBTYPE000002,2060125015,자양도서관,대전,동구,54734,1,1312,31759,30000
2024,LIBTYPE000002,2060123019,작전도서관,인천,계양구,43576,4,5532,61893,44358
2024,LIBTYPE000002,20601110010,잠원도서관,서울,서초구,26896,5,12381,84090,39331
2024,LIBTYPE000002,2060124012,장덕도서관,광주,광산구,80888,4.5,10796,196609,58850
2024,LIBTYPE000002,2060148016,장유도서관,경남,김해시,125466,8,63205,201316,94620
2024,LIBTYPE000002,2060141121,적성도서관,경기,파주시,45282,2,4541,12352,38000
2024,LIBTYPE000002,2060125027,전민도서관,대전,유성구,30662,6,7126,78374,78155
2024,LIBTYPE000002,2060141219,점동도서관,경기,여주시,37584,2,1401,21982,29000
2024,LIBTYPE000002,2060121016,정관도서관,부산,기장군,224053,11,99903,356044,148000
2024,LIBTYPE000002,20601110006,정릉도서관,서울,성북구,34782,1,4704,29905,23829
2024,LIBTYPE000002,2060144036,정산도서관,충남,청양군,42355,1,1012,3325,19995
2024,LIBTYPE000002,2050149005,제남도서관,제주,서귀포시,99422,4,813,56911,50000
2024,LIBTYPE000002,2050149001,제주도서관,제주,제주시,280994,10,65825,317948,279732
2024,LIBTYPE000002,2060141119,조리도서관,경기,파주시,44245,3,7862,30439,19660
2024,LIBTYPE000002,2060111072,조원도서관,서울,관악구,59621,4,9916,51843,65033
2024,LIBTYPE000002,2060144037,죽정도서관,충남,보령시,43092,1,2573,42436,49398
2024,LIBTYPE000002,2060124017,중흥도서관,광주,북구,41361,8,7927,151582,93451
2024,LIBTYPE000002,2060121026,지사도서관,부산,강서구,28961,2,2904,42719,64797
2024,LIBTYPE000002,2060144033,진산도서관,충남,금산군,37475,1,2484,7601,15000
2024,LIBTYPE000002,2060125021,진잠도서관,대전,유성구,86587,4,9298,92324,67214
2024,LIBTYPE000002,2060148007,진해도서관,경남,창원시,204216,5,14565,185223,128677
2024,LIBTYPE000002,2060146038,철마도서관,전남,진도군,51555,2,2063,2063,46000
2024,LIBTYPE000002,2060141145,철산도서관,경기,광명시,151528,5,19924,232562,171940
2024,LIBTYPE000002,2030142002,철암도서관,강원,태백시,17754,1,60,480,1500
2024,LIBTYPE000002,2060124007,첨단도서관,광주,광산구,59921,2,6463,109816,58850
2024,LIBTYPE000002,2060111015,청담도서관,서울,강남구,36243,5,11804,60871,36892
2024,LIBTYPE000002,2060111091,청수도서관,서울,성북구,42843,6,4561,31729,25283
2024,LIBTYPE000002,2060123017,청천도서관,인천,부평구,66813,5,6925,89668,61784
2024,LIBTYPE000002,2060111056,청파도서관,서울,용산구,43451,2,1736,20237,63176
2024,LIBTYPE000002,2060141148,초월도서관,경기,광주시,100259,3,8068,152567,72000
2024,LIBTYPE000002,2060144027,추부도서관,충남,금산군,45725,1,1397,5953,15000
2024,LIBTYPE000002,2060144040,충남도서관,충남,홍성군,301682,12,15742,377298,555867
2024,LIBTYPE000002,2060148015,칠암도서관,경남,김해시,115438,5.5,8748,78456,54846
2024,LIBTYPE000002,2060147008,칠평도서관,경북,경주시,57284,2,1819,37518,46427
2024,LIBTYPE000002,2060141204,탄현도서관,경기,파주시,20537,1,5354,16239,24884
2024,LIBTYPE000002,2060149002,탐라도서관,제주,제주시,220260,6,117204,349448,187984
2024,LIBTYPE000002,2060142043,태장도서관,강원,원주시,42976,3,4260,37765,39998
2024,LIBTYPE000002,2060141271,퇴촌도서관,경기,광주시,24958,6,6352,41859,49467
2024,LIBTYPE000002,2060141221,파평도서관,경기,파주시,13214,1,1528,5031,13300
2024,LIBTYPE000002,2060149012,표선도서관,제주,서귀포시,63981,3,3842,71096,40000
2024,LIBTYPE000002,2060111065,하늘도서관,서울,구로구,29492,1,2437,8681,30838
2024,LIBTYPE000002,2060121030,하단도서관,부산,사하구,37801,3,6241,75695,28800
2024,LIBTYPE000002,2060149009,한경도서관,제주,제주시,63155,3,8941,38331,30000
2024,LIBTYPE000002,2060141149,한빛도서관,경기,파주시,112992,3,13787,275447,135672
2024,LIBTYPE000002,2060141220,한울도서관,경기,파주시,71987,4,16074,233290,126732
2024,LIBTYPE000002,2060141090,해밀도서관,경기,부천시,86895,2,1723,29071,61838
2024,LIBTYPE000002,2060141128,해솔도서관,경기,파주시,77866,4,11543,172662,66000
2024,LIBTYPE000002,2060125016,홍도도서관,대전,동구,57845,1,1714,45254,30000
2024,LIBTYPE000002,2060141068,화도도서관,경기,남양주시,120557,3,8959,90522,38752
2024,LIBTYPE000002,2060111071,화랑도서관,서울,노원구,37349,6,11353,96103,59258
2024,LIBTYPE000002,2060121012,화명도서관,부산,북구,175416,7,17437,302346,136399
2024,LIBTYPE000002,2060148021,화전도서관,경남,남해군,73719,2,3836,17253,28271
2024,LIBTYPE000002,2060123005,효성도서관,인천,계양구,48535,3,4714,65193,23181
2024,LIBTYPE000002,2060141277,흥천도서관,경기,여주시,14494,1,1689,19166,36416
2024,LIBTYPE000002,2030111008,가락몰도서관,서울,송파구,39405,4,8465,58470,25526
2024,LIBTYPE000002,2060125008,가수원도서관,대전,서구,172189,3,10105,268482,120219
2024,LIBTYPE000002,2060141215,가재울도서관,경기,의정부시,31961,3,6987,35789,16200
2024,LIBTYPE000002,2060146017,강진군도서관,전남,강진군,142754,2,1823,48576,52700
2024,LIBTYPE000002,2060132008,고운동도서관,세종,세종시,47868,1,6841,71368,19063
2024,LIBTYPE000002,2060141108,곤지암도서관,경기,광주시,87355,3,3752,40454,63000
2024,LIBTYPE000002,2060111082,곰달래도서관,서울,강서구,78916,8,14562,125783,81499
2024,LIBTYPE000002,2060122003,구수산도서관,대구,북구,141594,10,74629,278533,174851
2024,LIBTYPE000002,20601110059,군자동도서관,서울,광진구,17800,5,8398,65338,28622
2024,LIBTYPE000002,20601110047,김영삼도서관,서울,동작구,56678,10,17400,156242,101759
2024,LIBTYPE000002,20601110052,까망돌도서관,서울,동작구,35853,6,12186,134893,85376
2024,LIBTYPE000002,2060111035,꿈마을도서관,서울,구로구,21945,1,1755,31810,29395
2024,LIBTYPE000002,2060148013,꿈이랑도서관,경남,통영시,28919,1.5,1424,22503,25098
2024,LIBTYPE000002,2060132015,나성동도서관,세종,세종시,33931,1,10304,127270,112780
2024,LIBTYPE000002,2060132011,다정동도서관,세종,세종시,47640,1,11482,178707,29219
2024,LIBTYPE000002,2060132005,대평동도서관,세종,세종시,47982,2,7273,78387,27108
2024,LIBTYPE000002,2060132002,도담동도서관,세종,세종시,46249,1,7305,43072,40360
2024,LIBTYPE000002,2060111093,돌마리도서관,서울,송파구,27271,2,8025,68987,26418
2024,LIBTYPE000002,2060141144,물푸레도서관,경기,파주시,47769,3,5277,53410,15000
2024,LIBTYPE000002,2060142038,미리내도서관,강원,원주시,49628,6,2624,189641,109519
2024,LIBTYPE000002,2060132013,반곡동도서관,세종,세종시,32273,1,9135,150425,39408
2024,LIBTYPE000002,2060132007,보람동도서관,세종,세종시,57165,1,8578,104302,22207
2024,LIBTYPE000002,2060147024,북울진도서관,경북,울진군,70097,7,7939,40136,40000
2024,LIBTYPE000002,2030141001,사랑샘도서관,경기,수원시,28093,2,9354,27682,21536
2024,LIBTYPE000002,2060141280,상록수도서관,경기,안산시,20782,2,7944,104251,28096
2024,LIBTYPE000002,2060132006,새롬동도서관,세종,세종시,56654,1,11936,169515,23067
2024,LIBTYPE000002,2060142042,샘마루도서관,강원,원주시,28440,6,2245,148772,80000
2024,LIBTYPE000002,2050149006,서귀포도서관,제주,서귀포시,215403,5,25910,101725,118673
2024,LIBTYPE000002,2060143031,서충주도서관,충북,충주시,67540,3,5725,113706,81980
2024,LIBTYPE000002,2060132009,소담동도서관,세종,세종시,60208,1,10454,161485,22144
2024,LIBTYPE000002,2060141235,소리울도서관,경기,오산시,35552,3,4400,69252,42653
2024,LIBTYPE000002,2060121007,수영구도서관,부산,수영구,148117,8,124449,346187,224415
2024,LIBTYPE000002,2060141253,술이홀도서관,경기,파주시,16166,1,1726,9518,13300
2024,LIBTYPE000002,2060125026,아가랑도서관,대전,유성구,19121,2.5,4523,121799,50000
2024,LIBTYPE000002,2060132003,아름동도서관,세종,세종시,62890,1,8572,94240,18975
2024,LIBTYPE000002,2060111011,아리랑도서관,서울,성북구,95497,8,10524,82578,70000
2024,LIBTYPE000002,2060131009,약숫골도서관,울산,중구,40856,4,48275,86553,34500
2024,LIBTYPE000002,2060111070,어울림도서관,서울,중구,86988,7,33898,90804,76472
2024,LIBTYPE000002,2060141290,오르빛도서관,경기,동두천시,21732,2,474,1777,300000
2024,LIBTYPE000002,2060143017,올누림도서관,충북,단양군,80594,5,8195,24873,48994
2024,LIBTYPE000002,2060122020,원고개도서관,대구,서구,30105,1.5,1954,27947,36996
2024,LIBTYPE000002,2060141170,원고잔도서관,경기,안산시,42071,1,4329,27691,30280
2024,LIBTYPE000002,2060125024,원신흥도서관,대전,유성구,53819,4,28308,124441,78460
2024,LIBTYPE000002,2060146033,정남진도서관,전남,장흥군,108151,0,6000,19426,40000
2024,LIBTYPE000002,2060111021,정다운도서관,서울,강남구,48308,5,14067,104084,37299
2024,LIBTYPE000002,2050143005,제천학생회관,충북,제천시,24442,3,283,4705,18000
2024,LIBTYPE000002,2060149008,조천읍도서관,제주,제주시,71197,2.5,32684,118030,56998
2024,LIBTYPE000002,2060132004,종촌동도서관,세종,세종시,57853,1,8721,110785,19664
2024,LIBTYPE000002,2060111022,즐거운도서관,서울,강남구,37977,5,12605,79920,34205
2024,LIBTYPE000002,2060124021,책정원도서관,광주,동구,25255,6.5,6493,143570,64200
2024,LIBTYPE000002,2060148043,최윤덕도서관,경남,창원시,63150,6,14744,233042,111580
2024,LIBTYPE000002,2060141140,퇴계원도서관,경기,남양주시,89369,3.5,9306,115819,40100
2024,LIBTYPE000002,2060123004,학나래도서관,인천,미추홀구,51654,0,3006,49059,16494
2024,LIBTYPE000002,2060111050,학마을도서관,서울,도봉구,78564,9,8618,106465,79800
2024,LIBTYPE000002,2060132001,한솔동도서관,세종,세종시,33777,1,6077,61913,19086
2024,LIBTYPE000002,2050149003,한수풀도서관,제주,제주시,92732,4,1785,61210,63836
2024,LIBTYPE000002,2060123027,해돋이도서관,인천,연수구,76132,2.5,57267,253756,83000
2024,LIBTYPE000002,2060132014,해밀동도서관,세종,세종시,32683,1,8397,146251,55299
2024,LIBTYPE000002,2060141226,해오름도서관,경기,성남시,80514,2,59798,162525,84967
2024,LIBTYPE000002,2060111023,행복한도서관,서울,강남구,46159,5,15670,137821,43830
2024,LIBTYPE000002,2030141004,희망샘도서관,경기,수원시,36889,3,7023,35678,20259
2024,LIBTYPE000002,2060122026,New평리도서관,대구,서구,15184,1,3408,54705,40039
2024,LIBTYPE000002,2060131002,농소1동도서관,울산,북구,53773,2,3651,59229,29769
2024,LIBTYPE000002,2060111089,아름꿈 도서관,서울,종로구,31241,2,6047,6047,2900
2024,LIBTYPE000002,2060131015,강동바다도서관,울산,북구,26692,2,3999,106329,82000
2024,LIBTYPE000002,2050142003,강릉교육문화관,강원,강릉시,179518,10,58083,120336,100640
2024,LIBTYPE000002,2060111079,강서영어도서관,서울,강서구,46154,5,38865,121164,57000
2024,LIBTYPE000002,2060123002,강화군립도서관,인천,강화군,83117,5,3075,48518,56276
2024,LIBTYPE000002,2060111059,개울건강도서관,서울,양천구,32756,4,56722,56722,131093
2024,LIBTYPE000002,2060148038,경남대표도서관,경남,창원시,204453,11,5905,94453,282999
2024,LIBTYPE000002,2060147019,경산시립도서관,경북,경산시,106918,8,13699,51303,55000
2024,LIBTYPE000002,2060147004,경주시립도서관,경북,경주시,212019,9,14331,303248,258200
2024,LIBTYPE000002,2060147005,경주중앙도서관,경북,경주시,36961,1.5,1741,16519,29318
2024,LIBTYPE000002,2050142022,고성교육도서관,강원,고성군,44518,3,8729,17235,43180
2024,LIBTYPE000002,2060142021,고성군립도서관,강원,고성군,59225,1,1004,13618,20000
2024,LIBTYPE000002,2060148018,고성동부도서관,경남,고성군,40420,0,289,4721,10000
2024,LIBTYPE000002,2060132010,고운남측도서관,세종,세종시,37426,1,7594,96848,66505
2024,LIBTYPE000002,2060145023,고창군립도서관,전북,고창군,76093,6,13406,13406,19000
2024,LIBTYPE000002,20601110065,고척열린도서관,서울,구로구,35970,2,8028,172956,71081
2024,LIBTYPE000002,2060148002,고향의봄도서관,경남,창원시,162412,4,10881,118025,96495
2024,LIBTYPE000002,2060146014,고흥군립도서관,전남,고흥군,88955,0,2748,9051,33500
2024,LIBTYPE000002,2060111010,관악중앙도서관,서울,관악구,172376,12,108196,199310,154537
2024,LIBTYPE000002,2030146001,관옥나무도서관,전남,순천시,5500,1,870,1140,2200
2024,LIBTYPE000002,2060146049,광양광영도서관,전남,광양시,18229,3,1653,8495,169250
2024,LIBTYPE000002,2060146046,광양금호도서관,전남,광양시,21877,3,3464,68662,49973
2024,LIBTYPE000002,2060146044,광양용강도서관,전남,광양시,44359,2,2698,45779,41250
2024,LIBTYPE000002,2060146011,광양중마도서관,전남,광양시,81143,4,5187,98737,56255
2024,LIBTYPE000002,2060146010,광양중앙도서관,전남,광양시,197201,4,3196,50202,82494
2024,LIBTYPE000002,2060111004,광진정보도서관,서울,광진구,314654,15,26215,579306,501479
2024,LIBTYPE000002,2060144024,광천공공도서관,충남,홍성군,116344,3,803,7702,40000
2024,LIBTYPE000002,2050143011,괴산교육도서관,충북,괴산군,61368,3,1292,27230,27558
2024,LIBTYPE000002,20601110071,구로미래도서관,서울,구로구,22417,3,5853,54841,5190
2024,LIBTYPE000002,20601110004,구립상림도서관,서울,은평구,39924,3,3340,47941,23163
2024,LIBTYPE000002,2060145017,군산시립도서관,전북,군산시,163279,11,13306,223597,138674
2024,LIBTYPE000002,2060111028,글빛정보도서관,서울,관악구,67845,4,12444,85599,87259
2024,LIBTYPE000002,2050143014,금왕교육도서관,충북,음성군,71488,4,10709,20580,34380
2024,LIBTYPE000002,2060146023,금일공공도서관,전남,완도군,49748,1,3097,3944,16250
2024,LIBTYPE000002,2060145009,김제시립도서관,전북,김제시,143723,8,2572,47914,98000
2024,LIBTYPE000002,2060147009,김천시립도서관,경북,김천시,209344,6,4489,94874,177250
2024,LIBTYPE000002,2060148039,김해율하도서관,경남,김해시,68841,3.5,78211,248116,13007
2024,LIBTYPE000002,2060146009,나주시립도서관,전남,나주시,93328,1,3720,12627,33952
2024,LIBTYPE000002,2060123034,남동논현도서관,인천,남동구,55936,5,11372,173093,88185
2024,LIBTYPE000002,2060145022,남원시립도서관,전북,남원시,63929,2,2191,35232,31000
2024,LIBTYPE000002,2060121024,내리새라도서관,부산,기장군,30371,2,2784,65252,90000
2024,LIBTYPE000002,2060111026,노원중앙도서관,서울,노원구,176370,15,27458,327637,190362
2024,LIBTYPE000002,2060146024,노화공공도서관,전남,완도군,59129,1,2275,6096,16250
2024,LIBTYPE000002,2060144005,논산강경도서관,충남,논산시,75448,1,1117,26145,41810
2024,LIBTYPE000002,2060144006,논산연무도서관,충남,논산시,74838,1,1174,25380,41505
2024,LIBTYPE000002,2060144043,논산열린도서관,충남,논산시,99198,4,5552,128160,144762
2024,LIBTYPE000002,2030121002,느티나무도서관,부산,해운대구,19186,1,1530,19186,20000
2024,LIBTYPE000002,2030141006,느티나무도서관,경기,용인시,69294,7,3326,60210,45373
2024,LIBTYPE000002,20601110050,다산성곽도서관,서울,중구,18052,5,3804,24331,46997
2024,LIBTYPE000002,2050143015,단양교육도서관,충북,단양군,43521,3,543,9674,12420
2024,LIBTYPE000002,2060111075,달빛마루도서관,서울,성북구,61177,5,6939,52359,31319
2024,LIBTYPE000002,2060122023,달서영어도서관,대구,달서구,43535,3,2088,60779,56936
2024,LIBTYPE000002,2060122009,달성군립도서관,대구,달성군,99227,7,17809,214242,99252
2024,LIBTYPE000002,2060121015,동래읍성도서관,부산,동래구,64069,4,33348,106458,70000
2024,LIBTYPE000002,2030122008,동일공공도서관,대구,동구,17440,0,0,0,0
2024,LIBTYPE000002,2060123033,동춘나래도서관,인천,연수구,39439,0,12718,146326,49000
2024,LIBTYPE000002,2050142011,동해교육도서관,강원,동해시,114621,5,1800,49213,63600
2024,LIBTYPE000002,2060142033,둔내태성도서관,강원,횡성군,30972,1,549,8117,29951
2024,LIBTYPE000002,2030111011,라이브러리피치,서울,종로구,3415,0,0,0,4899
2024,LIBTYPE000002,2060148012,마산합포도서관,경남,창원시,214219,5,18286,252678,114654
2024,LIBTYPE000002,2060148010,마산회원도서관,경남,창원시,197967,6,12740,158057,108063
2024,LIBTYPE000002,20601110016,마포중앙도서관,서울,마포구,234713,10,38170,532386,220797
2024,LIBTYPE000002,2030121003,맨발동무도서관,부산,북구,33724,1,1513,7938,16759
2024,LIBTYPE000002,2030111004,명성교회도서관,서울,강동구,149973,1,2737,224646,24119
2024,LIBTYPE000002,2050142008,명주교육도서관,강원,강릉시,99483,3,21663,43499,49140
2024,LIBTYPE000002,2060111052,목마교육도서관,서울,양천구,43090,6,11333,107666,138940
